Id,age,Industry,job,salary,currency,country,years_field_experience,education,gender,salary_usd,new_currency
26625,35-44,Health care,"Director, Revenue Cycle",115000,USD,United States,11 - 20 years,Master's degree,Woman,115000.0,USD
26626,55-64,Media & Digital,"Graphic Designer, Major Accounts",53800,USD,USA,31 - 40 years,College degree,Woman,53800.0,USD
26627,25-34,Nonprofits,Assistant Administrator,62063,USD,US,11 - 20 years,College degree,Woman,62063.0,USD
26628,25-34,Computing or Tech,Product Manager,82500,USD,USA,5-7 years,Master's degree,Woman,82500.0,USD
26629,25-34,Publishing,Marketing Manager,40000,USD,US,2 - 4 years,College degree,Woman,40000.0,USD
26630,35-44,Nonprofits,Web Developer,66000,USD,United States,11 - 20 years,Master's degree,Woman,66000.0,USD
26631,35-44,Engineering or Manufacturing,Hydrogeologist,75200,USD,USA,5-7 years,Master's degree,Man,75200.0,USD
26632,35-44,Media & Digital,Office Administrator,48000,USD,United States,11 - 20 years,College degree,Woman,48000.0,USD
26633,25-34,Ed tech,Education Program Coordinator,75000,CAD,Canada,1 year or less,College degree,Woman,60038.25000000001,USD
26634,35-44,Veterinary ,Technician ,52000,USD,US,21 - 30 years,College degree,Woman,52000.0,USD
26635,35-44,Computing or Tech,Accounting Manager,85000,USD,United States,8 - 10 years,College degree,Woman,85000.0,USD
26636,25-34,"Accounting, Banking & Finance",Assistant Branch Manager ,47750,CAD,Canada,2 - 4 years,College degree,Non-binary,38224.3525,USD
26637,18-24,Health care,Developmental Therapy - Communication Specialist,56150,USD,U.S.,1 year or less,College degree,Other or prefer not to answer,56150.0,USD
26638,35-44,Engineering or Manufacturing,Senior financial analyst,86000,USD,USA,11 - 20 years,Master's degree,Woman,86000.0,USD
26639,55-64,"Accounting, Banking & Finance",Senior accountant CPA ,87000,USD,Us,5-7 years,Master's degree,Woman,87000.0,USD
26640,25-34,Education (Higher Education),Administrative Manager,60000,USD,USA,2 - 4 years,College degree,Woman,60000.0,USD
26641,25-34,Computing or Tech,Testing Manager,72000,USD,USA,5-7 years,Master's degree,Woman,72000.0,USD
26642,25-34,"Accounting, Banking & Finance",Associate Credit Analyst,58240,USD,USA,1 year or less,College degree,Woman,58240.0,USD
26643,35-44,Sales,Wine Steward,34528,USD,United States,2 - 4 years,Master's degree,Woman,34528.0,USD
26644,45-54,Government and Public Administration,Director,171000,USD,USA,8 - 10 years,Master's degree,Woman,171000.0,USD
26645,18-24,Government and Public Administration,Communications Co-op Student,40000,CAD,Canada,1 year or less,College degree,Woman,32020.4,USD
26646,35-44,Media & Digital,Director Product Management,175000,USD,United States,8 - 10 years,Some college,Woman,175000.0,USD
26647,25-34,Computing or Tech,Systems Engineer,77000,USD,US,2 - 4 years,College degree,Man,77000.0,USD
26648,25-34,Health care,Business Systems Analyst,80000,USD,United States,2 - 4 years,College degree,Woman,80000.0,USD
26649,25-34,Engineering or Manufacturing,Assistant staff,86000,USD,USA,5-7 years,College degree,Woman,86000.0,USD
26650,25-34,association management,Manager of Membership Engagement,68000,USD,United States,5-7 years,Master's degree,Woman,68000.0,USD
26651,25-34,Engineering or Manufacturing,Lab Director,112000,USD,United State,8 - 10 years,Master's degree,Man,112000.0,USD
26652,35-44,Computing or Tech,Operations Manager and HR Generalist,108000,USD,USA,8 - 10 years,Some college,Woman,108000.0,USD
26653,65 or over,Health care,Physician Assistant,134000,USD,USA,11 - 20 years,Master's degree,Woman,134000.0,USD
26654,45-54,Environmental Consulting,Biologist,59000,USD,USA,11 - 20 years,Master's degree,Woman,59000.0,USD
26655,35-44,Literature,Funding and Program coordinator,54000,CAD,Canada,2 - 4 years,PhD,Woman,43227.54,USD
26656,25-34,Government and Public Administration,Investigator,55000,USD,USA ,2 - 4 years,College degree,Woman,55000.0,USD
26657,18-24,Engineering or Manufacturing,Design Engineer,79000,USD,United States,1 year or less,Master's degree,Woman,79000.0,USD
26658,35-44,"Accounting, Banking & Finance",Associate Director Development,152000,USD,United States,11 - 20 years,College degree,Man,152000.0,USD
26659,35-44,Property or Construction,Sales process manager ,92000,AUD,New Zealand,5-7 years,Master's degree,Woman,68355.08,USD
26660,18-24,Media & Digital,Digital Marketing Specialist,48000,USD,US,2 - 4 years,College degree,Woman,48000.0,USD
26661,25-34,Engineering or Manufacturing,Commercial Specialist,45760,USD,United States,2 - 4 years,College degree,Non-binary,45760.0,USD
26662,35-44,Nonprofits,Program Director,127000,USD,US,8 - 10 years,College degree,Woman,127000.0,USD
26663,45-54,Engineering or Manufacturing,Production Control Coordinator,47000,USD,United States,1 year or less,College degree,Woman,47000.0,USD
26664,45-54,Computing or Tech,"Supervisor, Surgery/Anesthesia EHR Module",109700,USD,United States,2 - 4 years,Master's degree,Woman,109700.0,USD
26665,35-44,Engineering or Manufacturing,Industrial hygiene specialist ,115000,USD,United States,8 - 10 years,Master's degree,Woman,115000.0,USD
26666,35-44,Government and Public Administration,Team Lead,112000,CAD,Policy,8 - 10 years,PhD,Woman,89657.12000000001,USD
26667,35-44,Media & Digital,Corporate Counsel ,120000,USD,United States,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,120000.0,USD
26668,45-54,Education (Higher Education),Program Assistant,38750,USD,US ,2 - 4 years,College degree,Woman,38750.0,USD
26669,25-34,Media & Digital,Director Media,245000,USD,US,11 - 20 years,Master's degree,Man,245000.0,USD
26670,55-64,Law,Legal secretary,85000,USD,U.S.A.,21 - 30 years,Master's degree,Woman,85000.0,USD
26671,45-54,Nonprofits,Director of Operations ,180,USD,USA ,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,180.0,USD
26672,25-34,Utilities & Telecommunications,Fiber Engineer,50000,USD,USA,2 - 4 years,College degree,Man,50000.0,USD
26673,25-34,Business or Consulting,Vice President,160000,USD,United States,2 - 4 years,Master's degree,Woman,160000.0,USD
26674,45-54,Engineering or Manufacturing,"Manager, events and marketing services",85000,USD,USA ,11 - 20 years,College degree,nan,85000.0,USD
26675,25-34,Education (Primary/Secondary),French teacher,56000,USD,USA,8 - 10 years,PhD,Woman,56000.0,USD
26676,45-54,Health care,Senior Donation Coordinator ,96000,USD,U.S,5-7 years,Master's degree,Woman,96000.0,USD
26677,35-44,Computing or Tech,Senior product owner,105000,CAD,Canada,2 - 4 years,College degree,Woman,84053.55,USD
26678,45-54,Computing or Tech,Infrastructure Engineer,125000,USD,USA,21 - 30 years,Some college,Man,125000.0,USD
26679,25-34,"Marketing, Advertising & PR",Market Research Analyst,44500,USD,United States of America,8 - 10 years,College degree,Woman,44500.0,USD
26680,35-44,Nonprofits,Program Manager,83000,CAD,Canada,11 - 20 years,Master's degree,Woman,66442.33,USD
26681,25-34,Computing or Tech,Principal Technical Writer,135000,USD,USA,5-7 years,College degree,Woman,135000.0,USD
26682,55-64,Nonprofits,Grant Writer,52000,USD,United State,11 - 20 years,College degree,Woman,52000.0,USD
26683,25-34,Sales,Sales Program Manager,140000,USD,United States,5-7 years,Master's degree,Woman,140000.0,USD
26684,35-44,Software,Office Manager,60000,USD,U.S.A.,11 - 20 years,College degree,Woman,60000.0,USD
26685,35-44,"Accounting, Banking & Finance",Assistant Controller,66400,USD,usa,11 - 20 years,Master's degree,Woman,66400.0,USD
26686,25-34,Computing or Tech,Manager of Business Intelligence,143000,USD,U.S.A.,5-7 years,College degree,Man,143000.0,USD
26687,45-54,Government and Public Administration,Program Analyst,118000,USD,USA,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,118000.0,USD
26688,35-44,Computing or Tech,Data Lead,140000,USD,United States,8 - 10 years,Master's degree,Woman,140000.0,USD
26689,25-34,Utilities & Telecommunications,Procurement Analyst,75000,USD,USA,5-7 years,College degree,Woman,75000.0,USD
26690,25-34,Computing or Tech,Staff Scientist/Engineer 1,85550,USD,US,2 - 4 years,PhD,Woman,85550.0,USD
26691,25-34,Computing or Tech,Senior Data Analyst,110000,USD,USA,5-7 years,College degree,Man,110000.0,USD
26692,25-34,"Accounting, Banking & Finance",Senior Payroll Specialist,70000,USD,United States,2 - 4 years,College degree,Woman,70000.0,USD
26693,55-64,Nonprofits,Deputy CEO,267500,AUD,Australia,21 - 30 years,PhD,Woman,198749.825,USD
26694,35-44,Computing or Tech,Technical Trainer,55000,CAD,Canada,2 - 4 years,College degree,Man,44028.05,USD
26695,35-44,Science,Clinical Lab Scientist II,65000,USD,United States ,11 - 20 years,College degree,Woman,65000.0,USD
26696,25-34,Computing or Tech,Head of Product and Data,74000,EUR,France,5-7 years,Master's degree,Woman,80563.8,USD
26697,35-44,Insurance,Administrative Assistant,41000,CAD,Canada,5-7 years,nan,nan,32820.91,USD
26698,25-34,Education (Higher Education),Assistive Technology Manager,80000,USD,United States,2 - 4 years,Master's degree,Woman,80000.0,USD
26699,25-34,Engineering or Manufacturing,Shipping Manager ,65000,USD,United States,1 year or less,College degree,Woman,65000.0,USD
26700,25-34,Government and Public Administration,IT Security Manager,137000,USD,US,5-7 years,Master's degree,Woman,137000.0,USD
26701,35-44,Law,Research librarian,68000,USD,US,8 - 10 years,nan,Woman,68000.0,USD
26702,35-44,Law,Senior Legal Editor,213000,USD,US,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,213000.0,USD
26703,25-34,"Accounting, Banking & Finance",Data Engineer,145000,USD,United States,5-7 years,College degree,Man,145000.0,USD
26704,25-34,"Accounting, Banking & Finance",Finance manager,110000,USD,Usa,8 - 10 years,Master's degree,Man,110000.0,USD
26705,18-24,Media & Digital,Digital Producer,45000,USD,USA,2 - 4 years,College degree,Woman,45000.0,USD
26706,35-44,Entertainment,Theatre Technical Director,42000,USD,USA,11 - 20 years,College degree,Other or prefer not to answer,42000.0,USD
26707,25-34,Computing or Tech,Marketing Manager,76000,USD,United States,5-7 years,College degree,Woman,76000.0,USD
26708,45-54,Health care,Wellness coordinator,43600,USD,USA,8 - 10 years,College degree,Woman,43600.0,USD
26709,35-44,Agriculture or Forestry,Administrative Assistant,39520,USD,United States,5-7 years,College degree,Woman,39520.0,USD
26710,35-44,Education (Higher Education),Assistant Professor,47752,USD,US,5-7 years,PhD,Woman,47752.0,USD
26711,45-54,Government and Public Administration,Attorney,172500,USD,USA,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,172500.0,USD
26712,35-44,Computing or Tech,Program Manager,170000,USD,United States,11 - 20 years,Master's degree,Woman,170000.0,USD
26713,35-44,Media & Digital,Media Researcher,64100,USD,United States,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,64100.0,USD
26714,25-34,Business or Consulting,Consultant,120000,GBP,UK,5-7 years,PhD,Man,156416.4,USD
26715,25-34,Education (Higher Education),Research Center Manager,67700,USD,USA,5-7 years,Master's degree,Woman,67700.0,USD
26716,25-34,Education (Higher Education),Assistant to the Dean,58000,USD,United States,2 - 4 years,College degree,Woman,58000.0,USD
26717,25-34,"Marketing, Advertising & PR",SEO specialist,62500,AUD,new zealand,2 - 4 years,College degree,Woman,46436.875,USD
26718,55-64,Computing or Tech,Engineer,156000,USD,USA,31 - 40 years,College degree,Man,156000.0,USD
26719,25-34,Government and Public Administration,Program Technician,42640,USD,United States,2 - 4 years,College degree,Non-binary,42640.0,USD
26720,25-34,Computing or Tech,User Experience Researcher,90000,USD,United States,2 - 4 years,College degree,Non-binary,90000.0,USD
26721,25-34,Nonprofits,Development Coordinator,30000,USD,United States,5-7 years,College degree,Woman,30000.0,USD
26723,25-34,Government and Public Administration,Library Assistant,36545,USD,United States,2 - 4 years,College degree,Non-binary,36545.0,USD
26724,35-44,Business or Consulting,Senior Manager,177000,USD,United States,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,177000.0,USD
26725,45-54,Social Work,Assistant Director of the Social Work Department,77000,USD,US,8 - 10 years,Master's degree,Woman,77000.0,USD
26726,55-64,Health care,Clinician III,70000,USD,USA,21 - 30 years,Master's degree,Woman,70000.0,USD
26727,35-44,Education (Higher Education),Receptionist,40000,CAD,Canada,11 - 20 years,High School,Man,32020.4,USD
26728,35-44,Business or Consulting,Consultant ,132500,USD,USA,8 - 10 years,Master's degree,Woman,132500.0,USD
26729,25-34,Insurance,Recruiting Coordinator,45000,USD,USA,2 - 4 years,Master's degree,Non-binary,45000.0,USD
26730,25-34,Engineering or Manufacturing,Operations Manager,60000,EUR,Germany,2 - 4 years,Master's degree,Woman,65322.0,USD
26731,25-34,"Accounting, Banking & Finance",Senior Client Advisor,55000,USD,USA,2 - 4 years,College degree,Woman,55000.0,USD
26732,35-44,Computing or Tech,Product Manager,106000,USD,United States,11 - 20 years,College degree,Woman,106000.0,USD
26733,25-34,Computing or Tech,Software engineer ,125000,USD,United States,5-7 years,College degree,Man,125000.0,USD
